feature_id,theme,longitude,latitude,water_data_source,water_القرية,water_المحصول,water__4,water__5,water__6,water__7,water__8,water_مصدر مياه الريّ الرئيسي,water_توفر المياه,energy_data_source,energy_القرية,energy__3,energy__4,energy__5,energy__6,energy__7,energy__8,energy__9,energy__10,energy__11,energy__12,food_data_source,food_القرية,food__3,food__4,food__5,food__6,food__7,food__8,food__9,food__10,general_info_data_source,general_info_القرية,general_info__3,general_info__4,general_info__5,general_info__6,general_info_حجم الزراعة,general_info_نوع التربة,regenerative_agriculture_data_source,regenerative_agriculture_القرية,regenerative_agriculture__3,regenerative_agriculture__4,regenerative_agriculture__5,regenerative_agriculture__6,regenerative_agriculture__7,regenerative_agriculture_محسنات التربة,regenerative_agriculture_الاعتماد على الاسمدة الكيميائية,regenerative_agriculture_مكافحة الآفات,coord_hash,village_sample_size,water_scarcity_months,water_sufficiency_score,has_solar,manual_labor_pct,crop_diversity,production_level_score,has_animals,farm_size_score,climate_aware,regen_technique_count,fertilizer_reliance_score,pesticide_reliance_score,resource_intensity,target_regen_adoption,target_water_risk,small_farm,small_production,target_economic_vuln,high_manual_labor,medium_large_farm,target_labor_shortage,target_climate_vuln,water_source_Only rain water,"water_source_River, water stream",water_source_Underground well,water_source_Water transportation by tankers,water_source_other,soil_type_Clay soil,soil_type_Loamy (clay and sandy) calcareous soil,soil_type_Loamy soil (clay and sandy),soil_type_Sandy clay soil,soil_type_other,energy_source_Diesel generator electricity from the grid manually,energy_source_Electricity from the grid,energy_source_Manually,energy_source_Solar energy,energy_source_other
water_5_9d2200ea,water,35.9878,33.8442,beqaa_2026,رياق,بندورة- خيار,,,other,,,بئر جوفي,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,رياق,,other,,,"أكثر من 1 هكتار (> 10,000 متر مربع)",تربة طينية,beqaa_2026,رياق,,,,,,أسمدة كيميائية   روث حيواني,اعتماد جزئي,مكافحة بيولوجية (أعداء طبيعيون، مبيدات حيوية),35.9878_33.8442,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_6_6116bd19,water,35.925,33.775,beqaa_2026,علي النهري,بازيلا، خيار,,,other,,,فقط مياه الأمطار بئر جوفي,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,علي النهري,,other,,," أكثر من 2 هكتار (> 20,000 متر مربع)",تربة طينية,beqaa_2026,علي النهري,,,,,,أسمدة كيميائية   روث حيواني,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.925_33.775,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_7_5fe95e5a,water,35.9344,33.8147,beqaa_2026,حارة الفيكاني,لوبيا- كوسا,,,other,,,فقط مياه الأمطار بئر جوفي,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,حارة الفيكاني,,other,,," أكثر من 2 هكتار (> 20,000 متر مربع)",تربة طينية,beqaa_2026,حارة الفيكاني,,,,,,أسمدة كيميائية   روث حيواني,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.9344_33.8147,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_8_9d2200ea,water,35.9878,33.8442,beqaa_2026,رياق,لوبيا,,,other,,,فقط مياه الأمطار بئر جوفي,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,رياق,,other,,,"أكثر من 1 هكتار (> 10,000 متر مربع)",تربة طينية,beqaa_2026,رياق,,,,,,أسمدة كيميائية   روث حيواني,اعتماد جزئي,مكافحة بيولوجية (أعداء طبيعيون، مبيدات حيوية),35.9878_33.8442,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_9_639f83d7,water,36.0481,33.8847,beqaa_2026,نبي شيت,كوسا,,,other,,,فقط مياه الأمطار بئر جوفي,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,نبي شيت,,other,,," أكثر من 2 هكتار (> 20,000 متر مربع)",تربة طينية,beqaa_2026,نبي شيت,,,,,,أسمدة كيميائية  كمبوست عضوي  روث حيواني,اعتماد جزئي,مكافحة كيميائية (مبيدات),36.0481_33.8847,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_10_9d2200ea,water,35.9878,33.8442,beqaa_2026,رياق,بندورة، كوسا,,,other,,,فقط مياه الأمطار بئر جوفي,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,رياق,,other,,,"أكثر من 1 هكتار (> 10,000 متر مربع)",تربة طينية,beqaa_2026,رياق,,,,,,أسمدة كيميائية   روث حيواني,اعتماد جزئي,مكافحة بيولوجية (أعداء طبيعيون، مبيدات حيوية),35.9878_33.8442,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_11_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,,,,other,,,قنوات ري,دائماً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_12_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,اشجار مثمرة- قمح,,,other,,,قنوات ري,نادراً ما تكون كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_13_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,تفاح ، دراق,,,other,,,نهر/مجرى مائي بئر جوفي,غير كافية تماماً,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_14_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,زيتون,,,other,,,نهر/مجرى مائي,دائماً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_15_bf28f025,water,35.9542,33.8253,beqaa_2026,اللبوة,تفاح، مشمش,,,other,,,نهر/مجرى مائي,دائماً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,اللبوة,,other,,," أكثر من 2 هكتار (> 20,000 متر مربع)",تربة طينية,beqaa_2026,اللبوة,,,,,,أسمدة كيميائية  كمبوست عضوي مخصبات حيوية  روث حيواني,اعتماد جزئي,مكافحة كيميائية (مبيدات) مكافحة بيولوجية (أعداء طبيعيون، مبيدات حيوية),35.9542_33.8253,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_16_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,تفاح   دراق,,,other,,,قنوات ري,دائماً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_17_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,اجاص، زيتون,,,other,,,قنوات ري,دائماً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_18_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,تفاح,,,other,,,قنوات ري,دائماً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_19_d33bf136,water,35.9018,33.8463,beqaa_2026,زحلة,بندورة، خس,,,other,,,بئر جوفي,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,زحلة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طينية,beqaa_2026,زحلة,,,,,,أسمدة كيميائية  كمبوست عضوي,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.9018_33.8463,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_20_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,تفاح، دراق,,,other,,,قنوات ري,نادراً ما تكون كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_21_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,تفاح، دراق,,,other,,,نهر/مجرى مائي,نادراً ما تكون كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_22_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,تفاح,,,other,,,قنوات ري,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_23_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,تفاح، كرز,,,other,,,نقل المياه بالصهاريج,نادراً ما تكون كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_24_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,تفاح، زيتون,,,other,,,نهر/مجرى مائي,دائماً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_25_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,تقاح، زيتون,,,other,,,نهر/مجرى مائي,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_26_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,خضار، تفاح,,,other,,,نهر/مجرى مائي قنوات ري,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_27_dcbe9548,water,36.0131,33.7889,beqaa_2026,تربل,خضار,,,other,,,قنوات ري,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,تربل,,other,,,"أكثر من 1 هكتار (> 10,000 متر مربع)",تربة طينية,beqaa_2026,تربل,,,,,,أسمدة كيميائية   روث حيواني,اعتماد جزئي,مكافحة كيميائية (مبيدات),36.0131_33.7889,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_28_9d2200ea,water,35.9878,33.8442,beqaa_2026,رياق,بازيلا، كوسا,,,other,,,بئر جوفي قنوات ري,أحياناً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,رياق,,other,,,"أكثر من 1 هكتار (> 10,000 متر مربع)",تربة طينية,beqaa_2026,رياق,,,,,,أسمدة كيميائية   روث حيواني,اعتماد جزئي,مكافحة بيولوجية (أعداء طبيعيون، مبيدات حيوية),35.9878_33.8442,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
water_29_b255242f,water,35.8203,33.5829,beqaa_2026,مشغرة,تفاح,,,other,,,نهر/مجرى مائي,دائماً كافية,,,other,,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,beqaa_2026,مشغرة,,other,,,"أقل من 1 هكتار (< 10,000 متر مربع)",تربة طمية ( طينية ورملية),beqaa_2026,مشغرة,,,,,,أسمدة كيميائية ,اعتماد جزئي,مكافحة كيميائية (مبيدات),35.8203_33.5829,1,0.0,2.0,0,50.0,1.0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
